Aquation of trans-[Co(en)2Cl2]+,,,,wavelength in nm,,time in minutes,,40 C,Co=6mm,H+=0.1M HNO3,,I=0.4M KNO3,,,,,,,,
584,0.054443,0.054179,0.054403,0.05378,0.053995,0.053986,0.053926,0.053921,0.054099,0.053849,0.053695,0.053581,0.053613,0.053473,0.05326,0.05311,0.052936,0.052871,0.052535,0.052432
585,0.05496,0.054623,0.054803,0.054166,0.054209,0.054119,0.05407,0.053955,0.054076,0.053797,0.053387,0.053446,0.053245,0.053209,0.052928,0.052823,0.052452,0.052362,0.051968,0.051797
586,0.055531,0.055122,0.055346,0.054466,0.054487,0.05428,0.05415,0.054018,0.054074,0.053586,0.053265,0.053245,0.052981,0.052841,0.052632,0.052363,0.052042,0.051863,0.051419,0.051238
587,0.056042,0.055561,0.055688,0.054812,0.054726,0.054451,0.054269,0.054066,0.054031,0.053582,0.053204,0.052976,0.05284,0.052445,0.052182,0.05187,0.051522,0.051339,0.050819,0.050719
588,0.056667,0.056003,0.056056,0.055244,0.054973,0.054759,0.054368,0.054098,0.053929,0.053595,0.053055,0.052725,0.052525,0.052169,0.05167,0.051463,0.051029,0.050786,0.050284,0.050061
589,0.057108,0.056489,0.056474,0.055465,0.055204,0.054802,0.054484,0.054087,0.053915,0.053361,0.052779,0.052486,0.05232,0.051852,0.051409,0.050984,0.050553,0.050249,0.049748,0.04944
590,0.057675,0.056912,0.056808,0.055751,0.055413,0.05497,0.054545,0.054181,0.053926,0.05325,0.052706,0.052394,0.051978,0.05149,0.051069,0.050627,0.050102,0.04969,0.049107,0.048774
591,0.058249,0.057304,0.057171,0.056038,0.055583,0.055035,0.054603,0.054213,0.053864,0.053206,0.052551,0.052107,0.051737,0.051214,0.050617,0.050225,0.049609,0.049261,0.048534,0.04819
592,0.058713,0.057703,0.057474,0.056252,0.055822,0.055248,0.0547,0.054234,0.053784,0.053033,0.05231,0.051911,0.051532,0.050858,0.05029,0.049677,0.049165,0.048702,0.047981,0.047566
593,0.059121,0.058031,0.05779,0.056494,0.056023,0.055395,0.05476,0.054207,0.053668,0.05284,0.052159,0.051612,0.051119,0.050428,0.04997,0.049324,0.048771,0.048085,0.047489,0.046931
594,0.05954,0.058468,0.058096,0.056753,0.056199,0.055475,0.054713,0.054237,0.053573,0.052793,0.051981,0.051319,0.050779,0.05009,0.049442,0.04879,0.048238,0.047597,0.046804,0.046421
595,0.05998,0.058719,0.058409,0.056926,0.056371,0.055665,0.054829,0.05418,0.053606,0.052686,0.05185,0.051166,0.05054,0.049798,0.049097,0.048432,0.047731,0.04716,0.046329,0.045814
596,0.060437,0.0591,0.058665,0.057154,0.056555,0.055646,0.05485,0.05407,0.053441,0.052449,0.051568,0.050942,0.050153,0.049492,0.048736,0.047935,0.04731,0.046562,0.04582,0.04533
597,0.060836,0.059395,0.058977,0.057363,0.056546,0.055741,0.054824,0.054002,0.053282,0.052347,0.05133,0.050632,0.049884,0.04908,0.048239,0.047631,0.046825,0.046123,0.045268,0.044696
598,0.061239,0.059708,0.05912,0.057504,0.056678,0.055753,0.054801,0.053936,0.053192,0.052148,0.051077,0.050373,0.049647,0.04868,0.047851,0.047145,0.046275,0.045542,0.044745,0.044119
599,0.061543,0.059957,0.059322,0.057608,0.056771,0.05589,0.054816,0.053862,0.053117,0.051929,0.050844,0.05,0.049165,0.048373,0.047418,0.046666,0.045835,0.045047,0.044179,0.043528
600,0.061857,0.060235,0.059523,0.057876,0.056826,0.05585,0.05472,0.053796,0.05295,0.051743,0.050639,0.049736,0.048872,0.047987,0.047091,0.046259,0.04535,0.044536,0.043641,0.04287
601,0.062169,0.06041,0.059633,0.057894,0.05695,0.05585,0.054619,0.053633,0.052785,0.051601,0.050378,0.049419,0.048578,0.047639,0.046641,0.045685,0.044829,0.044061,0.04304,0.042372
602,0.062394,0.060733,0.059818,0.057899,0.056913,0.055754,0.054565,0.053446,0.052632,0.051285,0.050186,0.049168,0.048246,0.047252,0.046279,0.045379,0.044339,0.043528,0.042501,0.041671
603,0.062649,0.060763,0.059919,0.058007,0.056916,0.055817,0.054524,0.053398,0.052503,0.051122,0.049858,0.048913,0.04792,0.046842,0.0458,0.044928,0.043909,0.042976,0.041976,0.04116
604,0.062896,0.060963,0.060019,0.058026,0.056947,0.055766,0.054433,0.053197,0.05226,0.050861,0.04961,0.048537,0.047535,0.046451,0.045333,0.044412,0.043397,0.042496,0.041395,0.04056
605,0.063063,0.061094,0.060197,0.058079,0.056847,0.055638,0.054276,0.053094,0.051984,0.050546,0.049299,0.0482,0.047169,0.046077,0.044898,0.043994,0.042873,0.041909,0.040887,0.040069
606,0.063202,0.061226,0.060065,0.058162,0.056841,0.055534,0.054109,0.05285,0.051766,0.050368,0.048995,0.047894,0.046882,0.04568,0.044518,0.043553,0.042359,0.041379,0.040347,0.039472
607,0.063276,0.061276,0.060165,0.05808,0.056775,0.055365,0.053948,0.052606,0.051503,0.050038,0.048681,0.047468,0.046454,0.04527,0.044144,0.042974,0.041892,0.040945,0.039719,0.038951
608,0.063472,0.061327,0.060136,0.057974,0.056727,0.055334,0.053909,0.052392,0.051288,0.049792,0.048355,0.047174,0.045928,0.044807,0.043658,0.04252,0.041444,0.040345,0.039246,0.038387
609,0.063478,0.061324,0.060007,0.0579,0.056512,0.055023,0.0536,0.052188,0.050968,0.049413,0.047941,0.046782,0.045592,0.044253,0.043189,0.042045,0.040829,0.039833,0.038602,0.037736
610,0.063616,0.061241,0.060034,0.057787,0.056291,0.054803,0.053362,0.051925,0.050721,0.049078,0.04755,0.04646,0.045162,0.043893,0.042643,0.041419,0.040243,0.039209,0.037968,0.03715
611,0.063517,0.061179,0.059904,0.057693,0.056099,0.054704,0.053186,0.051602,0.050323,0.048745,0.047192,0.045976,0.044651,0.043512,0.042223,0.040924,0.039758,0.038609,0.03754,0.036533
612,0.063436,0.061142,0.059762,0.057466,0.055972,0.054543,0.05284,0.051414,0.050021,0.048307,0.046834,0.045478,0.044244,0.043035,0.041739,0.040445,0.039243,0.038104,0.036912,0.036028
613,0.063393,0.060988,0.059606,0.057197,0.055709,0.054229,0.052523,0.05111,0.049612,0.047932,0.046419,0.045066,0.043854,0.042404,0.041168,0.039961,0.03867,0.037507,0.036309,0.035332
614,0.063231,0.060724,0.059308,0.057027,0.055341,0.05385,0.052245,0.050604,0.049228,0.047545,0.04604,0.044645,0.043303,0.041911,0.040537,0.039257,0.038097,0.037035,0.035684,0.034722
615,0.063119,0.060539,0.059058,0.05671,0.05511,0.053557,0.051908,0.050212,0.048866,0.047144,0.045536,0.044186,0.042841,0.041404,0.040035,0.038805,0.037552,0.036405,0.035152,0.034127
616,0.062898,0.060417,0.058796,0.056454,0.054754,0.053222,0.051458,0.049853,0.048527,0.046641,0.045038,0.043636,0.042349,0.040909,0.03965,0.038329,0.037047,0.035796,0.034576,0.033519
617,0.062685,0.060173,0.058542,0.056178,0.054471,0.052818,0.051157,0.049479,0.047932,0.046168,0.044594,0.043122,0.04184,0.04041,0.039126,0.037767,0.036443,0.035169,0.034034,0.032874
618,0.062484,0.059868,0.058177,0.055799,0.054045,0.052452,0.050678,0.048959,0.047493,0.045776,0.044025,0.042693,0.041224,0.039845,0.03846,0.037125,0.035929,0.034521,0.033335,0.032267
619,0.062124,0.059442,0.057899,0.055413,0.05366,0.052022,0.050225,0.048454,0.047021,0.045217,0.043557,0.042056,0.040718,0.039223,0.037928,0.036502,0.035263,0.033931,0.032648,0.031769
620,0.061791,0.059066,0.057523,0.055001,0.053196,0.051606,0.04973,0.047964,0.046476,0.044628,0.04296,0.04156,0.040103,0.038728,0.037341,0.035959,0.034622,0.033384,0.032131,0.031027
621,0.061371,0.058668,0.057004,0.054574,0.052746,0.051087,0.049241,0.047533,0.045969,0.044153,0.042481,0.040961,0.039515,0.037996,0.036725,0.035317,0.033994,0.032735,0.031504,0.030481
622,0.060963,0.058346,0.05646,0.054158,0.052282,0.050609,0.04875,0.046919,0.045459,0.043599,0.041825,0.040481,0.03895,0.037495,0.036017,0.034759,0.033339,0.032107,0.030882,0.02971
623,0.060573,0.057759,0.056067,0.05363,0.051793,0.050012,0.048253,0.046317,0.044853,0.043083,0.041249,0.039846,0.038378,0.036952,0.035462,0.0342,0.032772,0.031505,0.030185,0.029142
624,0.06002,0.057414,0.0556,0.053095,0.05124,0.049428,0.047596,0.045779,0.044223,0.042333,0.040671,0.039233,0.037714,0.036287,0.034822,0.033607,0.032156,0.030836,0.029534,0.028455
625,0.059476,0.056726,0.054966,0.052395,0.050727,0.048882,0.046963,0.045219,0.043695,0.041743,0.040097,0.038651,0.037209,0.035586,0.034201,0.032869,0.031416,0.030138,0.028962,0.027826
626,0.059016,0.056212,0.05444,0.051773,0.050136,0.048282,0.046425,0.044603,0.042968,0.041171,0.039397,0.037896,0.036518,0.03497,0.033519,0.032178,0.030756,0.02955,0.02834,0.027182
627,0.058411,0.055638,0.053833,0.051257,0.049496,0.047571,0.045752,0.043886,0.042454,0.040502,0.038701,0.037257,0.035822,0.034222,0.032886,0.03153,0.030183,0.028784,0.027662,0.026453
628,0.057767,0.054993,0.053162,0.0506,0.048809,0.047013,0.045084,0.043245,0.041696,0.0398,0.037991,0.036542,0.03521,0.033637,0.03224,0.030872,0.029573,0.028247,0.026907,0.025889
629,0.057146,0.054332,0.052558,0.049982,0.048114,0.04628,0.044432,0.042635,0.040993,0.039194,0.037434,0.035949,0.034492,0.033002,0.031554,0.030181,0.028834,0.02746,0.02633,0.025134
630,0.056534,0.053617,0.051867,0.049233,0.047423,0.045543,0.043719,0.041956,0.040312,0.03846,0.036683,0.035298,0.033738,0.032297,0.030835,0.029428,0.028166,0.026812,0.025648,0.024504
631,0.055686,0.052948,0.051103,0.048508,0.046647,0.044861,0.042998,0.041157,0.039527,0.037706,0.035988,0.034564,0.033153,0.03159,0.030151,0.02878,0.027493,0.026126,0.024879,0.02387
632,0.055031,0.052207,0.050335,0.047798,0.045977,0.044083,0.042247,0.040353,0.038827,0.036894,0.035321,0.033859,0.032425,0.030782,0.029432,0.028147,0.026758,0.025427,0.024295,0.02309
633,0.054296,0.051375,0.049566,0.046955,0.045194,0.043402,0.041529,0.039662,0.038049,0.036267,0.034628,0.032992,0.0317,0.030053,0.028762,0.027374,0.026006,0.024746,0.023543,0.022416
634,0.053547,0.050622,0.048707,0.046166,0.04438,0.042625,0.04076,0.038907,0.037266,0.035525,0.033813,0.032244,0.030911,0.029349,0.028028,0.026681,0.02531,0.02405,0.022821,0.021796
635,0.052646,0.049768,0.047884,0.0454,0.043617,0.041779,0.039992,0.038139,0.036504,0.034681,0.033116,0.031556,0.030167,0.028603,0.027228,0.025951,0.024561,0.023254,0.022062,0.021113
636,0.051825,0.048913,0.04712,0.044555,0.042813,0.040986,0.039156,0.037321,0.035807,0.03391,0.032309,0.030727,0.029424,0.027939,0.026541,0.025115,0.023991,0.02256,0.021493,0.020297
637,0.050945,0.047925,0.046222,0.043629,0.041927,0.040112,0.038408,0.036558,0.034944,0.03311,0.031493,0.030016,0.028643,0.027166,0.025854,0.024485,0.023256,0.021874,0.020756,0.019608
638,0.050031,0.047124,0.045262,0.04266,0.040989,0.039318,0.037496,0.035747,0.034166,0.03233,0.030753,0.029314,0.027835,0.026432,0.025046,0.023751,0.022492,0.021208,0.019956,0.018931
639,0.049176,0.046205,0.044395,0.041866,0.040164,0.038413,0.036709,0.03483,0.03322,0.031523,0.02995,0.028354,0.027059,0.025578,0.024216,0.022995,0.021822,0.02049,0.019351,0.018237
640,0.048186,0.045372,0.043422,0.040998,0.039189,0.037507,0.035785,0.033993,0.03241,0.030667,0.029086,0.027604,0.026317,0.024814,0.023497,0.022242,0.021105,0.019707,0.018571,0.017594
641,0.047189,0.044327,0.042551,0.040133,0.038332,0.036545,0.034842,0.033118,0.031622,0.029851,0.028275,0.026776,0.025465,0.024036,0.022855,0.021536,0.020313,0.018999,0.017937,0.016956
642,0.046257,0.043434,0.041573,0.039161,0.037394,0.035744,0.033858,0.032266,0.030811,0.029052,0.027518,0.026037,0.024782,0.023289,0.021959,0.020801,0.019592,0.018287,0.017266,0.016235
643,0.045236,0.042435,0.040563,0.038175,0.03648,0.03486,0.033134,0.031383,0.029929,0.028203,0.026533,0.025298,0.023945,0.022508,0.021204,0.020098,0.018825,0.017565,0.016476,0.015511
644,0.044119,0.041428,0.03979,0.037231,0.035593,0.033857,0.032131,0.03052,0.028975,0.027288,0.025799,0.024432,0.023069,0.021704,0.020439,0.019376,0.018138,0.016893,0.015869,0.014796
645,0.043114,0.040445,0.038636,0.036159,0.034606,0.032929,0.031222,0.02955,0.028121,0.026476,0.024908,0.02364,0.022283,0.020817,0.019764,0.018607,0.01743,0.016238,0.015104,0.014097
646,0.042057,0.039406,0.037659,0.03524,0.033691,0.031916,0.03035,0.028679,0.027283,0.025703,0.024127,0.022774,0.021559,0.020174,0.018952,0.017818,0.016578,0.015512,0.014331,0.01346
647,0.041044,0.038324,0.036654,0.034343,0.032636,0.031087,0.029336,0.027854,0.026456,0.024662,0.023226,0.021917,0.020682,0.019384,0.018099,0.017038,0.015898,0.014789,0.013671,0.012748
648,0.039955,0.037255,0.035574,0.033314,0.031739,0.029988,0.028378,0.026921,0.02553,0.023855,0.02247,0.02113,0.019914,0.018644,0.017403,0.01631,0.015216,0.014071,0.012983,0.012036
649,0.038857,0.036276,0.034657,0.032255,0.030749,0.0291,0.02746,0.025999,0.024639,0.02303,0.021582,0.020307,0.019156,0.01792,0.01677,0.015569,0.014545,0.013373,0.012399,0.011325
650,0.037762,0.035274,0.033519,0.031262,0.029648,0.028115,0.026498,0.025002,0.023628,0.022099,0.020753,0.019446,0.018288,0.01699,0.015891,0.014884,0.013794,0.01265,0.011622,0.010677
651,0.036637,0.034163,0.03253,0.030398,0.02873,0.02709,0.025568,0.024069,0.022826,0.02123,0.019849,0.018629,0.017483,0.016172,0.015047,0.013974,0.013041,0.01193,0.010893,0.010145
652,0.035556,0.033048,0.031563,0.029226,0.02768,0.026249,0.024608,0.0231,0.021909,0.020443,0.019003,0.017759,0.016733,0.015464,0.0144,0.013266,0.012208,0.011191,0.010274,0.009406
653,0.034498,0.031955,0.030366,0.028176,0.026784,0.025207,0.02371,0.022399,0.021042,0.019539,0.018121,0.017005,0.015947,0.014711,0.013656,0.012577,0.011531,0.010487,0.009512,0.008762
654,0.033304,0.030995,0.029338,0.027247,0.025745,0.0243,0.02272,0.02143,0.020138,0.018588,0.017399,0.016116,0.015046,0.013948,0.012843,0.011829,0.010968,0.009796,0.008947,0.007987
655,0.0323,0.029902,0.028326,0.026248,0.024675,0.023276,0.02182,0.020526,0.019149,0.017754,0.016484,0.015339,0.014318,0.013147,0.012065,0.011085,0.010121,0.009157,0.008254,0.007393
656,0.031232,0.028746,0.027225,0.025153,0.023775,0.022359,0.020841,0.019539,0.018332,0.016886,0.015658,0.014492,0.013564,0.012361,0.011376,0.010408,0.009513,0.008441,0.007528,0.006711
657,0.030176,0.027721,0.0262,0.024135,0.022794,0.021337,0.01999,0.018632,0.017449,0.016039,0.014846,0.013719,0.012644,0.011592,0.010709,0.009716,0.008799,0.007738,0.007004,0.006005
658,0.029013,0.026641,0.025156,0.023151,0.021815,0.02035,0.019081,0.017673,0.016609,0.015233,0.014009,0.012834,0.011992,0.010875,0.009942,0.008915,0.008087,0.007094,0.006404,0.005368
659,0.028,0.02551,0.024128,0.022124,0.02084,0.01943,0.018052,0.016844,0.015759,0.014358,0.013094,0.012107,0.011166,0.010122,0.009115,0.008252,0.007404,0.006507,0.005739,0.004773
660,0.026903,0.024488,0.023063,0.021106,0.019802,0.018485,0.017112,0.01597,0.014873,0.013528,0.012384,0.011275,0.01045,0.009326,0.008375,0.007515,0.006668,0.005896,0.00507,0.004216
661,0.025756,0.023456,0.022054,0.020053,0.018807,0.017557,0.016244,0.015049,0.013932,0.012666,0.01155,0.010597,0.00956,0.008687,0.007789,0.006837,0.006054,0.00516,0.004369,0.003662
662,0.024654,0.022327,0.020947,0.019145,0.017833,0.016659,0.015278,0.014152,0.013105,0.011794,0.01068,0.009762,0.008801,0.007874,0.007083,0.006188,0.005361,0.004531,0.003756,0.002996
663,0.023639,0.02136,0.019907,0.018134,0.016811,0.015616,0.014342,0.013216,0.012264,0.011076,0.009899,0.009045,0.008181,0.007247,0.006324,0.005535,0.00477,0.003863,0.003203,0.002425
664,0.022655,0.020293,0.018991,0.017095,0.015843,0.014771,0.013424,0.01246,0.011431,0.010284,0.009181,0.008358,0.00745,0.00647,0.005557,0.004798,0.00398,0.003284,0.002588,0.001863
665,0.021656,0.019397,0.017992,0.016204,0.014925,0.013805,0.012609,0.011516,0.010687,0.009518,0.008406,0.007524,0.00671,0.005854,0.004881,0.004223,0.003389,0.002679,0.00197,0.001272
666,0.020562,0.018288,0.016959,0.015223,0.01405,0.012894,0.011701,0.010793,0.009829,0.008719,0.007639,0.006815,0.005974,0.00509,0.004221,0.003599,0.002717,0.002068,0.001336,0.000636
667,0.019545,0.017221,0.015933,0.01437,0.01314,0.01206,0.010932,0.009959,0.009006,0.007885,0.006849,0.006163,0.005201,0.004352,0.003578,0.002841,0.002171,0.001471,0.000816,0.000031
668,0.018519,0.016249,0.015038,0.013387,0.012276,0.01125,0.010167,0.009134,0.008135,0.007118,0.006192,0.005339,0.004511,0.003785,0.002935,0.002241,0.001573,0.000824,0.00026,-0.000427
669,0.017447,0.015236,0.01402,0.012488,0.011336,0.01033,0.009269,0.008253,0.007329,0.006243,0.00531,0.004681,0.003932,0.003112,0.002305,0.00167,0.000938,0.000306,-0.000287,-0.000975
670,0.016499,0.014351,0.013087,0.011632,0.010402,0.009383,0.008406,0.007401,0.006505,0.005571,0.004747,0.003984,0.003172,0.002352,0.001564,0.001039,0.000236,-0.000367,-0.000876,-0.001588
671,0.01553,0.013411,0.01216,0.010656,0.009561,0.008582,0.007645,0.00663,0.00584,0.004771,0.004025,0.003353,0.002548,0.001673,0.001096,0.00039,-0.000277,-0.000955,-0.001375,-0.002075
672,0.01463,0.012401,0.011359,0.009844,0.008779,0.007747,0.006788,0.005904,0.005215,0.004188,0.003213,0.002639,0.00191,0.001137,0.000525,-0.000239,-0.000854,-0.001523,-0.00194,-0.002568
673,0.013697,0.011467,0.010301,0.008878,0.007862,0.006985,0.005964,0.005158,0.00442,0.00333,0.002694,0.001929,0.001206,0.000483,-0.000189,-0.000717,-0.001404,-0.001856,-0.002523,-0.003126
674,0.012706,0.010594,0.009399,0.007972,0.007037,0.006102,0.005247,0.004338,0.003694,0.002658,0.00198,0.001236,0.000673,-0.000094,-0.000805,-0.001324,-0.00194,-0.002379,-0.003018,-0.003646
675,0.011744,0.00978,0.008635,0.007118,0.006282,0.005248,0.004499,0.00359,0.00287,0.001941,0.001329,0.000576,-0.000057,-0.000634,-0.001367,-0.001883,-0.002509,-0.003061,-0.003573,-0.004092
676,0.010835,0.00871,0.007785,0.006304,0.005463,0.004548,0.003801,0.002899,0.002178,0.001384,0.000639,-0.000141,-0.000569,-0.00122,-0.00186,-0.002457,-0.002979,-0.003561,-0.003977,-0.004573
677,0.009858,0.007931,0.006951,0.005503,0.004559,0.00384,0.002977,0.002202,0.001429,0.000556,0.000092,-0.000711,-0.001318,-0.001875,-0.002513,-0.002932,-0.003621,-0.004118,-0.00452,-0.005024
678,0.009137,0.007002,0.006111,0.004711,0.003864,0.003102,0.002201,0.001582,0.000781,0.000023,-0.000593,-0.001278,-0.001784,-0.002434,-0.003062,-0.003586,-0.003975,-0.004435,-0.005001,-0.005491
679,0.008152,0.006347,0.00523,0.003854,0.003211,0.002412,0.001572,0.000849,0.000121,-0.00068,-0.00123,-0.001819,-0.00237,-0.002978,-0.003623,-0.00405,-0.004468,-0.004918,-0.005347,-0.005998
680,0.007325,0.005427,0.004355,0.003191,0.002415,0.001646,0.000975,0.000136,-0.000527,-0.001308,-0.001785,-0.002453,-0.003121,-0.003469,-0.004027,-0.004545,-0.005025,-0.005562,-0.005879,-0.006408
681,0.006493,0.004537,0.003658,0.002428,0.001579,0.000959,0.000212,-0.000535,-0.001197,-0.002004,-0.00248,-0.003101,-0.003557,-0.004124,-0.004652,-0.005004,-0.005528,-0.006096,-0.006422,-0.006869
682,0.005638,0.003863,0.002863,0.001683,0.000919,0.000175,-0.000443,-0.001079,-0.001765,-0.00255,-0.002929,-0.003501,-0.004041,-0.004708,-0.00511,-0.005551,-0.005928,-0.006433,-0.006784,-0.007169
683,0.004834,0.002987,0.002176,0.000901,0.000212,-0.000446,-0.001138,-0.001759,-0.002296,-0.002994,-0.003412,-0.004087,-0.004597,-0.005092,-0.005659,-0.006044,-0.006419,-0.006878,-0.007239,-0.007614
684,0.003976,0.002317,0.001411,0.000263,-0.000404,-0.001204,-0.001695,-0.002447,-0.002894,-0.003647,-0.004008,-0.004712,-0.005098,-0.005524,-0.006173,-0.006495,-0.006865,-0.007263,-0.007678,-0.008042
685,0.003267,0.001544,0.000697,-0.000475,-0.001048,-0.001886,-0.002339,-0.003031,-0.003506,-0.0042,-0.00458,-0.005162,-0.005517,-0.00606,-0.006653,-0.006907,-0.007358,-0.007676,-0.008081,-0.008567
686,0.002503,0.000848,-0.000017,-0.001053,-0.001789,-0.002293,-0.002928,-0.003631,-0.004104,-0.00483,-0.005167,-0.005613,-0.006118,-0.006466,-0.00704,-0.007344,-0.007719,-0.00812,-0.008399,-0.008914
687,0.001711,0.000174,-0.00066,-0.001785,-0.002385,-0.002988,-0.003539,-0.004187,-0.004652,-0.005283,-0.005631,-0.006128,-0.006596,-0.007022,-0.007388,-0.007776,-0.008242,-0.008594,-0.008834,-0.009151
688,0.001023,-0.000416,-0.00126,-0.002382,-0.003007,-0.003538,-0.004115,-0.004754,-0.005175,-0.005877,-0.006096,-0.006584,-0.007,-0.007438,-0.00793,-0.008336,-0.008661,-0.008971,-0.009209,-0.009617
689,0.000263,-0.00105,-0.001989,-0.003069,-0.003524,-0.004192,-0.004674,-0.005296,-0.005645,-0.006392,-0.006599,-0.007045,-0.007563,-0.007901,-0.008328,-0.00864,-0.008957,-0.009291,-0.009673,-0.009984
690,-0.000331,-0.001765,-0.002603,-0.003686,-0.004158,-0.004819,-0.005175,-0.005731,-0.006222,-0.006905,-0.007038,-0.007483,-0.007882,-0.008343,-0.008706,-0.008976,-0.009521,-0.009701,-0.010052,-0.01024
691,-0.001064,-0.002549,-0.003249,-0.004264,-0.004898,-0.0053,-0.005838,-0.006312,-0.006737,-0.007302,-0.007574,-0.007973,-0.008406,-0.008762,-0.009181,-0.009527,-0.009853,-0.010082,-0.010425,-0.010638
692,-0.001727,-0.003138,-0.003817,-0.004836,-0.005348,-0.00588,-0.006291,-0.00674,-0.007202,-0.007813,-0.008013,-0.008431,-0.008953,-0.009227,-0.009548,-0.009794,-0.010242,-0.010516,-0.010702,-0.010921
693,-0.002307,-0.003752,-0.00435,-0.005295,-0.005947,-0.006357,-0.006868,-0.00735,-0.007645,-0.008137,-0.008466,-0.008889,-0.009285,-0.009655,-0.009913,-0.010118,-0.01054,-0.010726,-0.011065,-0.011397
694,-0.002841,-0.004328,-0.004949,-0.005879,-0.006402,-0.006845,-0.007291,-0.007836,-0.008177,-0.008773,-0.008883,-0.009325,-0.009605,-0.009974,-0.010274,-0.010648,-0.010911,-0.011063,-0.011477,-0.011656
695,-0.003512,-0.004849,-0.0055,-0.006503,-0.006994,-0.007322,-0.007863,-0.008244,-0.008684,-0.009144,-0.009338,-0.009715,-0.010054,-0.010307,-0.010709,-0.01088,-0.011184,-0.011355,-0.01182,-0.011859
696,-0.003993,-0.005357,-0.005928,-0.00702,-0.007448,-0.007826,-0.008379,-0.008684,-0.00898,-0.009566,-0.00965,-0.010101,-0.010456,-0.010749,-0.011075,-0.01127,-0.011511,-0.011741,-0.01217,-0.012259
697,-0.004588,-0.005982,-0.00647,-0.007493,-0.007876,-0.008343,-0.008723,-0.009137,-0.009411,-0.009959,-0.010128,-0.01041,-0.010827,-0.011049,-0.01139,-0.01169,-0.01182,-0.012111,-0.012439,-0.012547
698,-0.005054,-0.006433,-0.007105,-0.007946,-0.008319,-0.008772,-0.009149,-0.009481,-0.009794,-0.010401,-0.010446,-0.010782,-0.01109,-0.011455,-0.0118,-0.011984,-0.012182,-0.012393,-0.012677,-0.012846
699,-0.005516,-0.007012,-0.00753,-0.008428,-0.008753,-0.009269,-0.009506,-0.009862,-0.010314,-0.010685,-0.010902,-0.011267,-0.01151,-0.011737,-0.01204,-0.012338,-0.012484,-0.012738,-0.013009,-0.013138
700,-0.005953,-0.007515,-0.008062,-0.00896,-0.009147,-0.009627,-0.010012,-0.010415,-0.010678,-0.011067,-0.011167,-0.011606,-0.011913,-0.01218,-0.012406,-0.012576,-0.012778,-0.01294,-0.01321,-0.013414
